web-scraper-order,web-scraper-start-url,title,pagination,pagination-href
"1554519745-2184","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","Examining Resistance to Information System Implementation","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=60&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519721-2125","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","Integration of Independent Applications and EAI Systems using Service Oriented Enterprise Bus and Open System Application Development Standards","",""
"1554519745-2186","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","Organizational Learning and ERP Post-implementation Phase: A Situated Learning Perspective","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=60&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519756-2207","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","The theory of organic emergence of systems: the case of virtual worlds","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=90&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519748-2191","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","ERP Implementation Projects in Asian Countries: A Comparative Study on Iran and China","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=70&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519729-2138","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","On emergence and forcing in information systems grounded theory studies: The case of Strauss and Corbin","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=20&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519737-2163","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","The influence of risk factors in decision-making process for open source software adoption","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=40&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519721-2118","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","Are business users social? A design experiment exploring information sharing in enterprise social systems","",""
"1554519745-2183","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","Analytics to action, a guide to social media measurement","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=60&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519741-2174","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","Reasoning about discontinuance of information system use","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=50&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519756-2212","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","Cybersecurity: the three-headed Janus","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=90&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519733-2151","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","An Interview With Jonathan Overton, Director, Program Management Office, Cook Children's Health Care System, Fort Worth, Texas","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=30&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519748-2196","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","Routines, artefacts and technological change: investigating the transformation of criminal justice in England and Wales","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=70&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519725-2136","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","Identifying Challenges in Business Rules Management Implementations regarding the Elicitation, Design, and Specification Capabilities at Dutch Governmental …","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=10&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519733-2149","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","IT resources, organizational capabilities, and value creation in public-sector organizations: a public-value management perspective","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=30&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519733-2150","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","e-Leadership through strategic alignment: An empirical study of small-and medium-sized enterprises in the digital age","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=30&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519748-2194","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","Managing the move to the cloud–analyzing the risks and opportunities of cloud-based accounting information systems","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=70&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519733-2153","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","The Development of Enterprise Resource Planning (ERP) Selection Methodology Using Delta Model","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=30&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519756-2208","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","Voluntary use of information technology: an analysis and synthesis of the literature","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=90&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519729-2141","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","Research on IT in China: a call for greater contextualization","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=20&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519752-2197","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","Government IS implementation: A framework for stakeholder orientation","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=80&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519748-2190","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","A method to select IT service management processes for improvement","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=70&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519748-2189","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","Evaluation of information system investments: a value dials approach to closing the theory-practice gap","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=70&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519752-2202","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","Designing Innovative Education through Action Design Research: Method and Application for Teaching Design Activities in Large Lecture Environments","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=80&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519752-2206","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","Tick a box, any box: A case study on the unintended consequences of system misuse in a hospital emergency department","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=80&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519729-2146","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","Cloud Computing Adoption by SMEs in the Malaysia: A Multi-Perspective Framework based on DOI Theory and TOE Framework","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=20&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519741-2173","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","BIM for facilities management: evaluating BIM standards in asset register creation and service life planning","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=50&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519752-2198","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","Exploring multi-actor value creation in IT service processes","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=80&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519737-2164","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","Social control in information systems development: a negotiated order perspective","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=40&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519737-2158","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","Knowledge boundaries and spanning practices in configuring packaged systems","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=40&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519760-2220","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","A decision model for the evaluation and selection of cloud computing services: a first step towards a more sustainable perspective","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=100&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519748-2193","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","Exploring the effects of liminality on corporate social responsibility in inter-firm outsourcing relationships","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=70&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519729-2143","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","Understanding continuous use of business intelligence systems: A mixed methods investigation","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=20&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519733-2148","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","Digital innovation and institutional entrepreneurship: Chief Digital Officer perspectives of their emerging role","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=30&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519737-2166","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","To coerce or to enable? Exercising formal control in a large information systems project","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=40&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519760-2217","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","Hospital-wide Process-oriented Organization of Care: The Case of Turku University Central Hospital","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=100&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519752-2201","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","Classifying generalization: paradigm war or abuse of terminology?","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=80&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519745-2180","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","Customer satisfaction as a significant measure of successful ERP implementation","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=60&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519729-2142","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","Exploring factors affecting top management support of it implementation: A stakeholder perspective in hospital","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=20&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519752-2200","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","IT project portfolio governance practice: An investigation into work design problems","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=80&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519733-2156","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","Corporate IT transformation at BARCO","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=30&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519733-2155","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","Capability search and redeem across digital ecosystems","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=30&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519729-2145","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","Aligning in practice: from current cases to a new agenda","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=20&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519748-2192","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","Supporting building owners and facility managers in the validation and visualisation of asset information models (AIM) through open standards and open technologies","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=70&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519748-2195","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","Structuring digital transformation: a framework of action fields and its application at ZEISS","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=70&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519737-2162","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","Social Shaping Leadership in Enterprise System Acquisition and Development: The Influence of Reference Users in Xizi Holdings","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=40&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519729-2137","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","How do requirements evolve over time? A case study investigating the role of context and experiences in the evolution of enterprise software requirements","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=20&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519733-2147","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","The long and winding road of enterprise system implementation: finding success or failure?","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=30&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
"1554519741-2175","https://scholar-google-se.proxy.lib.ltu.se/scholar?hl=en&as_sdt=0%2C5&as_ylo=2013&as_yhi=2018&q=challenges+%22enterprise+systems%22+source%3A%22Journal+of+Information+Technology%22&btnG=","Evaluation of organizational readiness in information systems adoption: A case study","Next","https://scholar-google-se.proxy.lib.ltu.se/scholar?start=50&q=challenges+%22enterprise+systems%22+source:%22Journal+of+Information+Technology%22&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2018"
